source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
HCT116_spheroid_control_24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_24	1	24	run 116	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_25	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_25	1	25	run 117	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_26	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_26	1	26	run 118	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_27	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_27	1	27	run 119	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_28	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_28	1	28	run 120	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_29	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_29	1	29	run 121	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_30	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_30	1	30	run 122	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_31	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_31	1	31	run 123	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_32	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_32	1	32	run 124	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_33	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_33	1	33	run 125	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_34	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_34	1	34	run 126	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_35	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_35	1	35	run 127	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_36	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_36	1	36	run 128	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_37	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_37	1	37	run 129	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_38	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_38	1	38	run 130	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_39	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_39	1	39	run 131	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_40	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_40	1	40	run 132	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_41	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_41	1	41	run 133	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_42	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_42	1	42	run 134	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_43	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_43	1	43	run 135	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_44	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_44	1	44	run 136	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_45	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_45	1	45	run 137	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_46	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_46	1	46	run 138	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_47	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_47	1	47	run 139	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
